"LFQ.intensity.H1","LFQ.intensity.H2","LFQ.intensity.H3","LFQ.intensity.L1","LFQ.intensity.L2","LFQ.intensity.L3","Fasta.headers","Reverse","Only.identified.by.site","Protein.IDs","Gene.names"
179770000,201520000,208410000,279320000,261540000,285620000,">sp|P49591|SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3;>tr|Q5T5C7|Q5T5C7_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=2 SV=1","","","P49591;Q5T5C7","SARS"
332810000,359320000,428610000,186490000,166670000,186480000,">sp|P23843|OPPA_ECOLI Periplasmic oligopeptide-binding protein OS=Escherichia coli (strain K12) GN=oppA PE=1 SV=2","","","P23843","oppA"
0,2410900,0,0,0,0,">sp|Q9NQH7-3|XPP3_HUMAN Isoform 3 of Probable Xaa-Pro aminopeptidase 3 OS=Homo sapiens GN=XPNPEP3;>sp|Q9NQH7-5|XPP3_HUMAN Isoform 5 of Probable Xaa-Pro aminopeptidase 3 OS=Homo sapiens GN=XPNPEP3;>sp|Q9NQH7-4|XPP3_HUMAN Isoform 4 of Probable Xaa-Pro aminop","","","Q9NQH7-3;Q9NQH7-5;Q9NQH7-4;Q9NQH7;Q9NQH7-2","XPNPEP3"
0,0,0,0,0,2447900,">tr|C9JZE3|C9JZE3_HUMAN Replication initiator 1 (Fragment) OS=Homo sapiens GN=REPIN1 PE=4 SV=1;>tr|C9JYJ8|C9JYJ8_HUMAN Replication initiator 1 (Fragment) OS=Homo sapiens GN=REPIN1 PE=4 SV=1;>sp|Q9BWE0|REPI1_HUMAN Replication initiator 1 OS=Homo sapiens GN=","","","C9JZE3;C9JYJ8;Q9BWE0;C9J3L7","REPIN1"
38733000,40885000,32363000,16049000,13297000,9941000,">sp|P31600|NFRA_ECOLI Bacteriophage N4 adsorption protein A OS=Escherichia coli (strain K12) GN=nfrA PE=4 SV=1","","","P31600","nfrA"
3561600000,4012100000,3856100000,6500100000,5994700000,5765800000,">tr|H0YA96|H0YA96_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens GN=HNRNPD PE=4 SV=1;>tr|H0Y8G5|H0Y8G5_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens GN=HNRNPD PE=4 SV=1;>tr|H7BXN2|H7BXN2_HUMAN Hete","","","H0YA96;H0Y8G5;H7BXN2;Q14103-4;B4DTC3;Q14103-3;Q14103-2;Q14103;D6RAF8;F5H6R6;D6RF44;D6RBQ9;D6RD83","HNRNPD"
1815200000,1669500000,1.933e+09,3099900000,2.918e+09,2698300000,">sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1;>sp|Q9Y265-2|RUVB1_HUMAN Isoform 2 of RuvB-like 1 OS=Homo sapiens GN=RUVBL1;>tr|E7ETR0|E7ETR0_HUMAN RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=4 SV=1;>tr|H7C4G5|H7C4G5_HUMAN RuvB-like 1 (","","","Q9Y265;Q9Y265-2;E7ETR0;H7C4G5;H7C4I3","RUVBL1"
6790000,5778800,6106300,7886700,6078100,7371000,">tr|B1AKV6|B1AKV6_HUMAN Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog (Fragment) OS=Homo sapiens GN=UQCC PE=4 SV=1;>tr|B1AKV3|B1AKV3_HUMAN Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog (Fragment) OS=Homo sapiens GN=UQCC","","","B1AKV6;B1AKV3;Q9NVA1;B7Z314;B1AKV2;Q9NVA1-5;Q9NVA1-4;Q9NVA1-2;F8WCR2;B7Z1C6;F5H4C5;Q9NVA1-3;H7BYA2;B1AKV4","UQCC"
12746000,13033000,12862000,11259000,12443000,16262000,">sp|O15270|SPTC2_HUMAN Serine palmitoyltransferase 2 OS=Homo sapiens GN=SPTLC2 PE=1 SV=1;>tr|H0YJV2|H0YJV2_HUMAN Serine palmitoyltransferase 2 (Fragment) OS=Homo sapiens GN=SPTLC2 PE=3 SV=1","","","O15270;H0YJV2","SPTLC2"
4437500,0,0,0,2995500,2742400,">sp|P0A959|YFBQ_ECOLI Uncharacterized aminotransferase YfbQ OS=Escherichia coli (strain K12) GN=yfbQ PE=3 SV=1","","","P0A959","alaA"
42803000,44842000,29877000,59812000,69402000,58210000,">sp|Q13415|ORC1_HUMAN Origin recognition complex subunit 1 OS=Homo sapiens GN=ORC1 PE=1 SV=2","","","Q13415","ORC1"
9169100,8921500,0,16444000,13710000,10937000,">sp|O75348|VATG1_HUMAN V-type proton ATPase subunit G 1 OS=Homo sapiens GN=ATP6V1G1 PE=1 SV=3;>tr|C9JYK3|C9JYK3_HUMAN V-type proton ATPase subunit G 2 OS=Homo sapiens GN=ATP6V1G2 PE=4 SV=1;>tr|Q5HYU8|Q5HYU8_HUMAN ATPase H+ transporting lysosomal 13kDa V1 s","","","O75348;C9JYK3;Q5HYU8;F2Z307;O95670;C9JRT2","ATP6V1G1;ATP6V1G2;ATP6V1G2-DDX39B"
8801500,5231300,12218000,0,0,0,">sp|P76407|YEGS_ECOLI Lipid kinase YegS OS=Escherichia coli (strain K12) GN=yegS PE=1 SV=1","","","P76407","yegS"
108490000,137200000,118800000,175050000,162440000,155710000,">sp|Q9UBE0|SAE1_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens GN=SAE1 PE=1 SV=1;>tr|F5GXX7|F5GXX7_HUMAN SUMO-activating enzyme subunit 1 OS=Homo sapiens GN=SAE1 PE=4 SV=1;>tr|G3XAK6|G3XAK6_HUMAN SUMO-1 activating enzyme subunit 1, isoform CRA_c OS","","","Q9UBE0;F5GXX7;G3XAK6;B3KNJ4;B4DY66","SAE1"
232220000,234350000,176040000,272130000,368790000,286720000,">sp|P61106|RAB14_HUMAN Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4","","","P61106","RAB14"
0,0,0,0,2997100,0,">sp|Q9BTL3|RAM_HUMAN RNMT-activating mini protein OS=Homo sapiens GN=FAM103A1 PE=1 SV=1","","","Q9BTL3","FAM103A1"
4.27e+08,380730000,484800000,574280000,634970000,592320000,">sp|Q9BY77|PDIP3_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=2;>sp|Q9BY77-2|PDIP3_HUMAN Isoform 2 of Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3;>tr|F8WCX5|F8WCX5_HUMAN Polymerase delta-interacting","","","Q9BY77;Q9BY77-2;F8WCX5;B4DMM2;B4DSH9;Q6R954;F8WEE2","POLDIP3"
9713500,0,0,20411000,14185000,15092000,">sp|O75907|DGAT1_HUMAN Diacylglycerol O-acyltransferase 1 OS=Homo sapiens GN=DGAT1 PE=1 SV=2;>tr|E9PNR5|E9PNR5_HUMAN Diacylglycerol O-acyltransferase 1 OS=Homo sapiens GN=DGAT1 PE=4 SV=1;>tr|E9PS80|E9PS80_HUMAN Diacylglycerol O-acyltransferase 1 OS=Homo sa","","","O75907;E9PNR5;E9PS80","DGAT1"
52562000,62217000,48480000,71882000,70962000,74245000,">sp|Q14807|KIF22_HUMAN Kinesin-like protein KIF22 OS=Homo sapiens GN=KIF22 PE=1 SV=5;>tr|B7Z265|B7Z265_HUMAN Kinesin family member 22, isoform CRA_b OS=Homo sapiens GN=KIF22 PE=2 SV=1;>tr|H3BRB3|H3BRB3_HUMAN Kinesin-like protein KIF22 OS=Homo sapiens GN=KI","","","Q14807;B7Z265;H3BRB3;H3BTH5;I3L306;E7EUJ5;H3BQB9","KIF22"
2177200,0,2466500,3196500,4612000,2863200,">sp|Q92604|LGAT1_HUMAN Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Homo sapiens GN=LPGAT1 PE=2 SV=1","","","Q92604","LPGAT1"
7673500,11739000,6338500,0,4037500,4396400,">sp|P76216|ASTB_ECOLI N-succinylarginine dihydrolase OS=Escherichia coli (strain K12) GN=astB PE=1 SV=1","","","P76216","astB"
2191600,2422300,1676300,0,2287200,1832600,">sp|Q9H269|VPS16_HUMAN Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens GN=VPS16 PE=1 SV=2;>tr|Q5JUB0|Q5JUB0_HUMAN Vacuolar protein sorting 16 homolog (S. cerevisiae) (Fragment) OS=Homo sapiens GN=VPS16 PE=2 SV=1;>tr|Q5JUA9|Q5JUA9_HUM","","","Q9H269;Q5JUB0;Q5JUA9;Q5JUA8;Q9H269-2","VPS16"
82526000,68859000,75054000,187410000,108930000,98013000,">sp|Q15257-3|PTPA_HUMAN Isoform 3 of Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens GN=PPP2R4;>sp|Q15257-2|PTPA_HUMAN Isoform 1 of Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens GN=PPP2R4;>tr|A6PVN5|A6PVN5_HUMAN Protei","","","Q15257-3;Q15257-2;A6PVN5;Q15257;B7ZBQ0;Q68CR8;Q15257-4;A6PVN9;B4DZF8;B7ZBP9;B7ZBP7;B4DDQ6;H0Y6E5;A6PVN7;A6PVN8;C9IZ76;A6PVN6;Q5T949;Q5T948","PPP2R4;DKFZp781M17165"
0,0,0,0,8921200,10861000,">sp|P61009|SPCS3_HUMAN Signal peptidase complex subunit 3 OS=Homo sapiens GN=SPCS3 PE=1 SV=1","","","P61009","SPCS3"
253930000,241020000,267510000,453330000,519290000,419960000,">sp|O60884|DNJA2_HUMAN DnaJ homolog subfamily A member 2 OS=Homo sapiens GN=DNAJA2 PE=1 SV=1","","","O60884;H3BMW5;I3L320","DNAJA2"
0,0,0,0,1532400,0,">sp|Q5T2T1|MPP7_HUMAN MAGUK p55 subfamily member 7 OS=Homo sapiens GN=MPP7 PE=1 SV=1","","","Q5T2T1;B4DWL9","MPP7"
1829400000,1707300000,2522400000,910260000,872240000,951590000,">sp|P0AC69|GLRX4_ECOLI Glutaredoxin-4 OS=Escherichia coli (strain K12) GN=grxD PE=1 SV=1","","","P0AC69","grxD"
8954100,9739500,8149200,10836000,11956000,9524200,">tr|H3BTB7|H3BTB7_HUMAN Probable glutamate--tRNA ligase, mitochondrial OS=Homo sapiens GN=EARS2 PE=3 SV=1;>sp|Q5JPH6|SYEM_HUMAN Probable glutamate--tRNA ligase, mitochondrial OS=Homo sapiens GN=EARS2 PE=1 SV=2;>tr|H3BRF5|H3BRF5_HUMAN KIAA1970 protein, isof","","","H3BTB7;Q5JPH6;H3BRF5","EARS2"
650030,0,0,0,0,0,">tr|H7BXK9|H7BXK9_HUMAN ATP-binding cassette sub-family B member 6, mitochondrial (Fragment) OS=Homo sapiens GN=ABCB6 PE=3 SV=1;>sp|Q9NP58-4|ABCB6_HUMAN Isoform 2 of ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens GN=ABCB6;>sp|Q9N","","","H7BXK9;Q9NP58-4;Q9NP58","ABCB6"
300780000,316810000,311260000,341780000,357340000,410400000,">sp|O43447|PPIH_HUMAN Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1;>tr|C9JQD4|C9JQD4_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens GN=PPIH PE=3 SV=1;>tr|A6NNE7|A6NNE7_HUMAN Peptidyl-prolyl cis-trans isomera","","","O43447;C9JQD4;A6NNE7;H0YEL5;A6NM32","PPIH"
9880500,8944200,6774500,4826600,27726000,27297000,">sp|Q9NP77|SSU72_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Homo sapiens GN=SSU72 PE=1 SV=1;>tr|Q5SV20|Q5SV20_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Homo sapiens GN=SSU72 PE=2 SV=1;>sp|Q9NP77-","","","Q9NP77;Q5SV20;Q9NP77-2;Q5SV18","SSU72"
193740000,157150000,235050000,256400000,253890000,253840000,">sp|P42771|CD2A1_HUMAN Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3 OS=Homo sapiens GN=CDKN2A PE=1 SV=2;>sp|P42771-4|CD2A1_HUMAN Isoform 5 of Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3 OS=Homo sapiens GN=CDKN2A;>sp|P42771-2|CD2A1_HUMAN Is","","","P42771;P42771-4;P42771-2;P42771-3;G3XAG3;P42772","CDKN2A"
6017700000,5391400000,6696800000,2392200000,2420500000,2.396e+09,">sp|P0ABJ9|CYDA_ECOLI Cytochrome d ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) GN=cydA PE=1 SV=1","","","P0ABJ9","cydA"
15990000,10668000,14708000,15655000,20641000,20678000,">tr|I3L1H5|I3L1H5_HUMAN Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=4 SV=1;>sp|Q9BZG8|DPH1_HUMAN Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2;>sp|Q9BZG8-3|DPH1_HUMAN Isoform 3 of Diphthamide biosynthesis","","","I3L1H5;Q9BZG8;Q9BZG8-3;I3L226;Q9BZG8-2;B3KQW7;I3L3X9","DPH1"
236820000,212890000,232800000,322780000,367680000,342820000,">sp|P62495|ERF1_HUMAN Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3;>tr|Q96CG1|Q96CG1_HUMAN ETF1 protein OS=Homo sapiens GN=ETF1 PE=2 SV=1;>tr|B7Z7P8|B7Z7P8_HUMAN Eukaryotic peptide chain release factor subunit 1 OS=Ho","","","P62495;Q96CG1;B7Z7P8;I3L492;D6RJE8;D6RCB3","ETF1"
30514000,34047000,18851000,55112000,46828000,36099000,">sp|Q15654|TRIP6_HUMAN Thyroid receptor-interacting protein 6 OS=Homo sapiens GN=TRIP6 PE=1 SV=3","","","Q15654;H7BZE2","TRIP6"
699670000,661990000,847830000,348760000,338230000,317220000,">sp|P07001|PNTA_ECOLI NAD(P) transhydrogenase subunit alpha OS=Escherichia coli (strain K12) GN=pntA PE=1 SV=2","","","P07001","pntA"
306720000,233560000,275670000,125590000,104710000,102590000,">sp|P0ACI0|ROB_ECOLI Right origin-binding protein OS=Escherichia coli (strain K12) GN=rob PE=1 SV=1","","","P0ACI0","rob"
150080000,171740000,141790000,240670000,194460000,222850000,">sp|O43913|ORC5_HUMAN Origin recognition complex subunit 5 OS=Homo sapiens GN=ORC5 PE=1 SV=1;>sp|O43913-2|ORC5_HUMAN Isoform 2 of Origin recognition complex subunit 5 OS=Homo sapiens GN=ORC5;>tr|B4DXT8|B4DXT8_HUMAN Origin recognition complex subunit 5 OS=H","","","O43913;O43913-2;B4DXT8;G3V0H0","ORC5"
17336000,26771000,22346000,11067000,10508000,10622000,">sp|P75792|SUPH_ECOLI Sugar phosphatase SupH OS=Escherichia coli (strain K12) GN=supH PE=1 SV=1","","","P75792","ybiV"
1062500,838870,1792700,0,0,0,">sp|Q04637-3|IF4G1_HUMAN Isoform B of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1;>tr|E7EUU4|E7EUU4_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=4 SV=1;>sp|Q04637|IF4G1_HUMAN Eukaryo","","","Q04637-3;E7EUU4;Q04637;E9PFM1;Q04637-6;G5E9S1;C9JF13;C9K073;C9J2Z7;H7C044;F5H8J4;F5H564;Q504Z1;O43432;O43432-3;H7BYW0;H7C0V6;C9JIH5;C9J987;REV__C9JBJ8;C9JHW9;REV__Q8NEG2;REV__F5H7J8;REV__C9JQZ6","EIF4G1"
6213600000,6411300000,7218100000,2261100000,2271600000,2684100000,">sp|P0AEK4|FABI_ECOLI Enoyl-[acyl-carrier-protein] reductase [NADH] FabI OS=Escherichia coli (strain K12) GN=fabI PE=1 SV=2","","","P0AEK4","fabI"
7657000,10698000,7846200,0,0,0,">sp|P0ADX9|RSMD_ECOLI Ribosomal RNA small subunit methyltransferase D OS=Escherichia coli (strain K12) GN=rsmD PE=1 SV=1","","","P0ADX9","rsmD"
12798000,1.3e+07,12605000,12740000,13878000,10077000,">tr|C9JGI3|C9JGI3_HUMAN Thymidine phosphorylase (Fragment) OS=Homo sapiens GN=TYMP PE=4 SV=1;>sp|P19971|TYPH_HUMAN Thymidine phosphorylase OS=Homo sapiens GN=TYMP PE=1 SV=2;>tr|H9KVA0|H9KVA0_HUMAN Thymidine phosphorylase OS=Homo sapiens GN=TYMP PE=4 SV=1","","","C9JGI3;P19971;H9KVA0","TYMP"
0,0,0,0,0,853360,">sp|Q8N2U0|CQ061_HUMAN UPF0451 protein C17orf61 OS=Homo sapiens GN=C17orf61 PE=2 SV=1","","","Q8N2U0","C17orf61"
0,0,0,0,0,126460,">sp|P42694|HELZ_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens GN=HELZ PE=1 SV=2","","","P42694","HELZ"
6892700,7572200,6655000,0,0,0,">sp|P0A7A5|PIMT_ECOLI Protein-L-isoaspartate O-methyltransferase OS=Escherichia coli (strain K12) GN=pcm PE=1 SV=2","","","P0A7A5","pcm"
6573500,16051000,0,12833000,0,0,">sp|Q8N587|ZN561_HUMAN Zinc finger protein 561 OS=Homo sapiens GN=ZNF561 PE=2 SV=2;>tr|C9IZJ4|C9IZJ4_HUMAN Zinc finger protein 561 (Fragment) OS=Homo sapiens GN=ZNF561 PE=4 SV=1;>tr|A8KAD9|A8KAD9_HUMAN Zinc finger protein 561 OS=Homo sapiens GN=ZNF561 PE=2","","","Q8N587;C9IZJ4;A8KAD9;F8WAU2;C9JQP3;F2Z3H5;F8WBU1;C9J7U2;F8W7U5;B4E2Q8;Q6V9R5-2;B4E2P7;B4DZP9;Q6V9R5","ZNF561"
1621400000,1684900000,2092300000,2589200000,2.699e+09,2.471e+09,">sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens GN=SET PE=1 SV=3;>tr|B2REB8|B2REB8_HUMAN Protein SET OS=Homo sapiens GN=SET PE=3 SV=1;>tr|A6NGV1|A6NGV1_HUMAN Protein SET OS=Homo sapiens GN=SET PE=2 SV=2;>tr|Q5VXV2|Q5VXV2_HUMAN Protein SET OS=Homo sapiens","","","Q01105;B2REB8;A6NGV1;Q5VXV2;Q01105-2","SET"
0,0,4120400,0,0,0,">sp|P48200|IREB2_HUMAN Iron-responsive element-binding protein 2 OS=Homo sapiens GN=IREB2 PE=1 SV=3","","","P48200;H0YNL8;H0YKU0","IREB2"
1.071e+09,847220000,1067600000,1390900000,1550600000,2030300000,">sp|P62306|RUXF_HUMAN Small nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=1 SV=1;>tr|F8W0W6|F8W0W6_HUMAN Small nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=4 SV=1","","","P62306;F8W0W6","SNRPF"
4048600000,3328400000,4938900000,5624500000,4825900000,6200200000,">tr|B4DJP7|B4DJP7_HUMAN Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=2 SV=1;>sp|P62318|SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1","","","B4DJP7;P62318","SNRPD3"
47861000,46990000,43253000,62783000,54041000,65143000,">sp|Q92576-2|PHF3_HUMAN Isoform 2 of PHD finger protein 3 OS=Homo sapiens GN=PHF3;>sp|Q92576|PHF3_HUMAN PHD finger protein 3 OS=Homo sapiens GN=PHF3 PE=1 SV=3;>tr|E7EVH3|E7EVH3_HUMAN PHD finger protein 3 (Fragment) OS=Homo sapiens GN=PHF3 PE=4 SV=1","","","Q92576-2;Q92576;E7EVH3;E7ER40;D6R9X2;E9PE34;B3KP41;D6RBF0","PHF3"
5767900,7718900,0,7400700,6643800,6333800,">tr|H7C0X5|H7C0X5_HUMAN Probable serine carboxypeptidase CPVL (Fragment) OS=Homo sapiens GN=CPVL PE=4 SV=1;>sp|Q9H3G5|CPVL_HUMAN Probable serine carboxypeptidase CPVL OS=Homo sapiens GN=CPVL PE=1 SV=2","","","H7C0X5;Q9H3G5;H7C218;F5H6K4","CPVL"
8046700,0,0,0,0,0,">sp|P31131|YDEJ_ECOLI Protein YdeJ OS=Escherichia coli (strain K12) GN=ydeJ PE=3 SV=1","","","P31131","ydeJ"
357210000,330230000,334830000,134490000,156220000,163820000,">sp|P76217|ASTD_ECOLI N-succinylglutamate 5-semialdehyde dehydrogenase OS=Escherichia coli (strain K12) GN=astD PE=1 SV=1","","","P76217","astD"
5339600,5024200,5998500,7804800,7597200,5773900,">sp|P42575|CASP2_HUMAN Caspase-2 OS=Homo sapiens GN=CASP2 PE=1 SV=2","","","P42575;E9PDN0;C9JRR9;P42575-2;C9JRS0","CASP2"
0,0,0,0,0,2101600,">sp|P78560|CRADD_HUMAN Death domain-containing protein CRADD OS=Homo sapiens GN=CRADD PE=1 SV=1","","","P78560","CRADD"
0,1799300,0,0,2180700,0,">sp|Q9UHJ6|SHPK_HUMAN Sedoheptulokinase OS=Homo sapiens GN=SHPK PE=1 SV=3","","","Q9UHJ6","SHPK"
112930000,82098000,83868000,40806000,53270000,39453000,">sp|P46852|YHHW_ECOLI Quercetin 2,3-dioxygenase OS=Escherichia coli (strain K12) GN=yhhW PE=1 SV=1","","","P46852","yhhW"
0,2608400,2083100,6243200,2874900,2846500,">tr|A1L491|A1L491_HUMAN F-box only protein 11 OS=Homo sapiens GN=FBXO11 PE=2 SV=1;>sp|Q86XK2|FBX11_HUMAN F-box only protein 11 OS=Homo sapiens GN=FBXO11 PE=1 SV=3;>sp|Q86XK2-5|FBX11_HUMAN Isoform 5 of F-box only protein 11 OS=Homo sapiens GN=FBXO11;>sp|Q86","","","A1L491;Q86XK2;Q86XK2-5;Q86XK2-2;H0YAV3;Q86XK2-3;B3KUR1","FBXO11"
0,0,0,73816000,55667000,69512000,">sp|O75494-5|SRS10_HUMAN Isoform 5 of Serine/arginine-rich splicing factor 10 OS=Homo sapiens GN=SRSF10;>tr|Q5JRI1|Q5JRI1_HUMAN FUS interacting protein (Serine/arginine-rich) 1 OS=Homo sapiens GN=FUSIP1 PE=2 SV=1;>sp|O75494-4|SRS10_HUMAN Isoform 4 of Serin","","","O75494-5;Q5JRI1;O75494-4;Q5JRI3;O75494-3;O75494-2;O75494","FUSIP1;SRSF10"
63375000,66842000,64422000,55384000,61120000,44651000,">sp|Q6PKG0|LARP1_HUMAN La-related protein 1 OS=Homo sapiens GN=LARP1 PE=1 SV=2;>sp|Q6PKG0-3|LARP1_HUMAN Isoform 2 of La-related protein 1 OS=Homo sapiens GN=LARP1;>tr|E5RH50|E5RH50_HUMAN La-related protein 1 (Fragment) OS=Homo sapiens GN=LARP1 PE=4 SV=1","","","Q6PKG0;Q6PKG0-3;E5RH50;H0YC33;H0YC73;Q659C4-7;Q659C4-6;Q659C4-5;H0YBW1;Q659C4-2;H0YBR8;E5RHK4;H0YAN4;H0YBM7","LARP1"
836890000,770930000,907770000,451260000,347480000,304540000,">sp|P0A8P3|FETP_ECOLI Probable Fe(2+)-trafficking protein OS=Escherichia coli (strain K12) GN=yggX PE=1 SV=2","","","P0A8P3","yggX"
0,425960,0,0,0,0,">sp|Q8N983-4|RM43_HUMAN Isoform 4 of 39S ribosomal protein L43, mitochondrial OS=Homo sapiens GN=MRPL43;>sp|Q8N983-3|RM43_HUMAN Isoform 3 of 39S ribosomal protein L43, mitochondrial OS=Homo sapiens GN=MRPL43;>tr|H0Y6Y8|H0Y6Y8_HUMAN 39S ribosomal protein L4","","","Q8N983-4;Q8N983-3;H0Y6Y8;B1AL05;Q8N983-2;Q8N983;C9J5Q3;B1AL06","MRPL43"
11413000,12398000,15814000,20912000,23821000,28732000,">sp|Q9NR50-3|EI2BG_HUMAN Isoform 3 of Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens GN=EIF2B3;>sp|Q9NR50-2|EI2BG_HUMAN Isoform 2 of Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens GN=EIF2B3;>sp|Q9NR50|EI2BG_HUMAN Tra","","","Q9NR50-3;Q9NR50-2;Q9NR50;H0Y580;Q5QP88","EIF2B3"
17508000,11448000,18125000,0,0,1719900,">sp|P0AB58|YCIM_ECOLI Uncharacterized protein yciM OS=Escherichia coli (strain K12) GN=yciM PE=4 SV=1","","","P0AB58","yciM"
85001000,57427000,49587000,36738000,28093000,27024000,">sp|P0AEB7|YOAB_ECOLI RutC family protein yoaB OS=Escherichia coli (strain K12) GN=yoaB PE=3 SV=1","","","P0AEB7","yoaB"
1118600000,1021200000,867990000,1286800000,1362500000,1278700000,">sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4;>tr|E7EQR4|E7EQR4_HUMAN Ezrin OS=Homo sapiens GN=EZR PE=4 SV=2","","","P15311;E7EQR4;Q5TZA2-2;B1AKD8;Q5TZA2","EZR"
3.954e+09,4321200000,5447600000,2636500000,2420400000,2058900000,">sp|P60723|RL4_ECOLI 50S ribosomal protein L4 OS=Escherichia coli (strain K12) GN=rplD PE=1 SV=1","","","P60723","rplD"
1.5672e+10,1.4032e+10,1.6411e+10,2.1453e+10,1.989e+10,2.0803e+10,">sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1;>tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=3 SV=1;>sp|P11142-2|HSP7C_HUMAN Isoform 2 of Heat shock cognate 71 kDa protein","","","P11142;E9PKE3;P11142-2;E9PNE6;E9PN89;E9PLF4;A8K7Q2;E9PQQ4;E9PQK7;E9PK54;E9PPY6;E9PN25;E9PI65;P54652;E9PS65;B3KUS2;E9PM13;E9PSH5","HSPA8"
12517000,10896000,10993000,12002000,13274000,12301000,">sp|Q13637|RAB32_HUMAN Ras-related protein Rab-32 OS=Homo sapiens GN=RAB32 PE=1 SV=3","","","Q13637","RAB32"
6139900,5384200,0,12045000,8111400,15542000,">tr|B3KRR0|B3KRR0_HUMAN DNA excision repair protein ERCC-1 OS=Homo sapiens GN=ERCC1 PE=2 SV=1;>sp|P07992-2|ERCC1_HUMAN Isoform 2 of DNA excision repair protein ERCC-1 OS=Homo sapiens GN=ERCC1;>sp|P07992|ERCC1_HUMAN DNA excision repair protein ERCC-1 OS=Hom","","","B3KRR0;P07992-2;P07992;P07992-3","ERCC1"
0,10292000,17622000,15962000,12640000,23433000,">sp|Q9UMX5|NENF_HUMAN Neudesin OS=Homo sapiens GN=NENF PE=1 SV=1","","","Q9UMX5","NENF"
66545000,57634000,74097000,25184000,22461000,23425000,">sp|P75797|GSIB_ECOLI Glutathione-binding protein gsiB OS=Escherichia coli (strain K12) GN=gsiB PE=1 SV=1;>tr|D9IX93|D9IX93_ECOLI GsiB OS=Escherichia coli (strain K12) GN=gsiB PE=4 SV=1","","","P75797;D9IX93","gsiB"
508720000,503360000,544030000,256340000,238950000,189560000,">sp|P37637|MDTF_ECOLI Multidrug resistance protein MdtF OS=Escherichia coli (strain K12) GN=mdtF PE=1 SV=1","","","P37637","mdtF"
24635000,24414000,22417000,60497000,53130000,49403000,">sp|Q10567-3|AP1B1_HUMAN Isoform C of AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1;>sp|Q10567-2|AP1B1_HUMAN Isoform B of AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1;>sp|Q10567|AP1B1_HUMAN AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B","","","Q10567-3;Q10567-2;Q10567;F8WDL0;C9J1E7","AP1B1"
